datetime_utc,spot_price,gen_ccgt,gen_coal,gen_hydro,gen_nuclear,gen_solar_pv,gen_solar_th,gen_total,gen_wind,demand_total,year,month,day,hour,weekday,is_weekend,is_holiday
2023-09-23 07:00:00+00:00,112.0,2681.4,,1008.0,5838.1,7732.5,180.2,23152.3,2557.1,23080.9,2023,9,23,7,5,1,False
2023-09-23 08:00:00+00:00,90.75,870.0,,908.5,5836.1,12772.3,641.8,26567.2,2437.7,24263.9,2023,9,23,8,5,1,False
2023-09-23 09:00:00+00:00,84.9,870.0,,770.1,5826.1,14727.7,1434.0,28716.2,2360.0,24697.3,2023,9,23,9,5,1,False
2023-09-23 10:00:00+00:00,79.89,870.0,,731.2,5810.1,15493.5,1669.8,29751.7,2480.8,24943.3,2023,9,23,10,5,1,False
2023-09-23 11:00:00+00:00,70.55,870.0,,741.5,5818.1,15713.9,1709.0,29994.5,2554.8,25497.3,2023,9,23,11,5,1,False
2023-09-23 12:00:00+00:00,60.0,870.0,,732.6,5814.1,15511.3,1725.5,29833.7,2612.7,25218.5,2023,9,23,12,5,1,False
2023-09-23 13:00:00+00:00,72.01,870.0,,701.8,5818.1,15351.0,1751.3,29801.1,2703.8,23890.9,2023,9,23,13,5,1,False
2023-09-23 14:00:00+00:00,78.23,870.0,,703.6,5820.1,14603.7,1770.5,29172.5,2719.5,23208.6,2023,9,23,14,5,1,False
2023-09-23 15:00:00+00:00,87.55,870.0,,709.3,5820.1,13003.6,1770.5,27562.2,2671.0,22914.9,2023,9,23,15,5,1,False
2023-09-23 16:00:00+00:00,117.82,2161.5,,958.7,5824.1,9202.6,1698.0,25824.2,2836.7,22426.5,2023,9,23,16,5,1,False
2023-09-23 17:00:00+00:00,139.64,2840.4,,2114.6,5824.1,3312.5,1357.3,22876.0,3030.6,22621.4,2023,9,23,17,5,1,False
2023-09-23 18:00:00+00:00,145.0,2915.7,,3518.9,5826.1,624.2,744.8,21491.7,3078.5,24183.8,2023,9,23,18,5,1,False
2023-09-23 19:00:00+00:00,150.82,2921.9,,4038.0,5826.1,173.3,568.6,21610.9,3269.4,24211.4,2023,9,23,19,5,1,False
2023-09-23 20:00:00+00:00,136.1,2928.9,,2720.2,5828.1,42.5,554.2,20259.7,3426.7,22406.6,2023,9,23,20,5,1,False
2023-09-23 21:00:00+00:00,128.0,2810.4,,1738.7,5828.1,37.3,498.1,18805.7,3532.2,20768.7,2023,9,23,21,5,1,False
2023-09-23 22:00:00+00:00,136.1,3281.1,292.0,1659.1,5843.0,35.8,491.1,18213.6,3453.0,19986.3,2023,9,23,22,5,1,False
2023-09-23 23:00:00+00:00,124.96,2760.2,291.0,1554.4,5847.0,35.7,475.6,17758.1,3640.7,18984.0,2023,9,23,23,5,1,False
2023-09-24 00:00:00+00:00,121.57,2761.2,180.0,1185.8,5853.0,35.7,411.6,17316.8,3731.5,18267.3,2023,9,24,0,6,1,False
2023-09-24 01:00:00+00:00,119.78,2553.0,,1176.4,5855.0,35.7,280.1,16968.3,3929.5,17773.3,2023,9,24,1,6,1,False
2023-09-24 02:00:00+00:00,114.82,2269.9,,1138.6,5857.0,35.7,194.1,16634.1,4011.7,17526.6,2023,9,24,2,6,1,False
2023-09-24 03:00:00+00:00,114.82,2083.6,,1129.0,5859.0,35.7,194.1,16474.2,4044.7,17464.0,2023,9,24,3,6,1,False
2023-09-24 04:00:00+00:00,120.35,1957.1,,1023.2,5861.0,165.4,194.1,16620.4,4288.7,17794.4,2023,9,24,4,6,1,False
2023-09-24 05:00:00+00:00,120.35,1588.8,,1075.5,5861.0,492.9,244.1,17037.1,4641.9,18206.5,2023,9,24,5,6,1,False
2023-09-24 06:00:00+00:00,106.7,555.0,,1074.0,5863.0,2152.9,244.1,17876.4,4873.0,18587.8,2023,9,24,6,6,1,False
2023-09-24 07:00:00+00:00,76.2,420.0,,989.5,5863.0,7529.0,326.7,22898.4,5074.1,20215.4,2023,9,24,7,6,1,False
2023-09-24 08:00:00+00:00,1.06,220.0,,814.6,5861.0,12327.7,1089.2,27533.1,4763.0,21803.9,2023,9,24,8,6,1,False
2023-09-24 09:00:00+00:00,0.85,220.0,,803.4,5851.0,13260.0,1822.7,28111.9,3844.5,22360.5,2023,9,24,9,6,1,False
2023-09-24 10:00:00+00:00,0.0,,,786.5,5835.0,13711.7,1991.1,28414.4,3857.4,23499.4,2023,9,24,10,6,1,False
2023-09-24 11:00:00+00:00,0.0,,,806.8,5843.0,13974.1,2013.6,28843.2,3997.6,23820.5,2023,9,24,11,6,1,False
2023-09-24 12:00:00+00:00,0.0,,,795.0,5839.0,13872.4,2021.9,28860.1,4125.1,23836.2,2023,9,24,12,6,1,False
2023-09-24 13:00:00+00:00,0.0,,,756.8,5841.0,13417.0,2023.9,28357.1,4105.2,23417.5,2023,9,24,13,6,1,False
2023-09-24 14:00:00+00:00,3.54,220.0,,763.9,5845.0,13433.4,2019.6,28835.9,4152.9,21685.5,2023,9,24,14,6,1,False
2023-09-24 15:00:00+00:00,24.99,220.0,,816.4,5845.0,12055.2,2069.6,28142.4,4688.3,21703.7,2023,9,24,15,6,1,False
2023-09-24 16:00:00+00:00,85.2,512.0,,940.2,5849.0,9001.1,2025.3,25533.4,4491.1,21641.7,2023,9,24,16,6,1,False
2023-09-24 17:00:00+00:00,129.47,1967.2,,1605.5,5849.0,3212.5,1496.3,22000.9,4562.3,21753.0,2023,9,24,17,6,1,False
2023-09-24 18:00:00+00:00,143.0,1983.5,,3414.5,5851.0,611.0,900.1,21605.2,4441.2,23595.9,2023,9,24,18,6,1,False
2023-09-24 19:00:00+00:00,160.51,2152.1,,4076.0,5851.0,174.0,755.8,22071.0,4342.3,24177.2,2023,9,24,19,6,1,False
2023-09-24 20:00:00+00:00,146.11,2204.2,,3520.1,5853.0,43.2,748.7,20807.1,3912.4,22861.7,2023,9,24,20,6,1,False
2023-09-24 21:00:00+00:00,141.92,2208.7,,2490.0,5853.0,37.9,748.7,19369.0,3594.9,21117.9,2023,9,24,21,6,1,False
2023-09-24 22:00:00+00:00,127.0,4916.0,292.0,1987.3,5842.2,35.9,589.1,20319.0,3470.1,20462.6,2023,9,24,22,6,1,False
2023-09-24 23:00:00+00:00,114.88,4374.3,291.0,1871.3,5846.2,35.9,589.1,19454.8,3276.2,19889.7,2023,9,24,23,6,1,False
2023-09-25 00:00:00+00:00,114.62,4230.1,180.0,1340.2,5851.2,35.8,588.6,18510.0,3107.9,19158.2,2023,9,25,0,0,0,False
2023-09-25 01:00:00+00:00,114.62,4019.6,,1342.3,5854.2,35.7,587.6,18003.0,2985.9,18799.6,2023,9,25,1,0,0,False
2023-09-25 02:00:00+00:00,114.62,4081.9,,1339.3,5855.2,35.7,542.1,17910.3,2874.5,18783.3,2023,9,25,2,0,0,False
2023-09-25 03:00:00+00:00,119.01,4395.8,,1734.1,5858.2,35.7,381.1,18434.9,2829.7,19412.8,2023,9,25,3,0,0,False
2023-09-25 04:00:00+00:00,131.76,5167.0,,2187.6,5860.2,165.5,272.1,20036.0,2713.8,21690.3,2023,9,25,4,0,0,False
2023-09-25 05:00:00+00:00,139.15,5574.3,,3661.2,5860.2,501.9,304.1,22863.9,2491.7,24664.5,2023,9,25,5,0,0,False
2023-09-25 06:00:00+00:00,143.0,5574.9,,3739.1,5862.2,2107.8,264.1,24398.4,2293.0,26118.7,2023,9,25,6,0,0,False
2023-09-25 07:00:00+00:00,133.17,5084.7,,2167.9,5862.2,7750.2,336.4,27178.6,2022.7,27098.5,2023,9,25,7,0,0,False
2023-09-25 08:00:00+00:00,97.07,3259.0,,1112.5,5860.2,12856.0,1096.7,29066.6,1997.0,27768.1,2023,9,25,8,0,0,False
2023-09-25 09:00:00+00:00,89.01,2477.4,,796.3,5849.2,14669.6,1872.1,30305.5,1855.8,28021.8,2023,9,25,9,0,0,False
2023-09-25 10:00:00+00:00,86.63,2449.2,,799.6,5833.2,15584.2,2062.6,31335.1,1870.8,28353.0,2023,9,25,10,0,0,False
2023-09-25 11:00:00+00:00,86.23,2448.8,,762.7,5839.2,15758.4,2060.8,31695.1,2094.8,28606.6,2023,9,25,11,0,0,False
2023-09-25 12:00:00+00:00,85.93,2448.5,,746.4,5835.2,15651.1,2059.8,31735.8,2281.2,28370.9,2023,9,25,12,0,0,False
2023-09-25 13:00:00+00:00,92.06,2541.2,,740.6,5836.2,15360.1,2065.8,31824.2,2483.7,27589.7,2023,9,25,13,0,0,False
2023-09-25 14:00:00+00:00,97.46,2749.4,,786.9,5837.2,14641.3,2081.5,31559.3,2669.1,27148.4,2023,9,25,14,0,0,False
2023-09-25 15:00:00+00:00,103.0,3138.0,,1084.1,5836.2,13090.1,2120.8,31164.4,3018.9,27355.5,2023,9,25,15,0,0,False
2023-09-25 16:00:00+00:00,130.07,4345.8,,1311.8,5840.2,8937.6,2099.1,29452.3,3570.2,26825.7,2023,9,25,16,0,0,False
2023-09-25 17:00:00+00:00,149.88,5069.4,,3726.5,5841.2,3100.1,1627.1,28162.1,4119.2,26849.1,2023,9,25,17,0,0,False
2023-09-25 18:00:00+00:00,156.59,5099.3,,4381.5,5844.2,407.1,981.8,25932.8,4431.2,28138.7,2023,9,25,18,0,0,False
2023-09-25 19:00:00+00:00,160.0,5115.0,,4472.0,5848.2,167.5,911.7,25998.0,4686.2,27977.6,2023,9,25,19,0,0,False
2023-09-25 20:00:00+00:00,138.37,4992.2,,3510.2,5852.2,37.3,906.7,24288.2,4635.5,25356.9,2023,9,25,20,0,0,False
2023-09-25 21:00:00+00:00,133.02,4953.6,,2349.9,5852.2,25.8,900.2,22489.3,4562.0,23090.6,2023,9,25,21,0,0,False
2023-09-25 22:00:00+00:00,122.47,4431.7,464.0,1805.4,5846.4,23.7,565.2,21555.8,5243.4,22107.5,2023,9,25,22,0,0,False
2023-09-25 23:00:00+00:00,109.42,3846.6,462.0,1738.8,5845.4,23.7,565.2,20873.4,5234.7,21475.1,2023,9,25,23,0,0,False
2023-09-26 00:00:00+00:00,106.62,3288.7,350.0,1389.1,5845.4,23.5,547.7,19839.2,5235.6,20644.4,2023,9,26,0,1,0,False
2023-09-26 01:00:00+00:00,111.05,3147.5,,1255.9,5846.4,23.5,524.9,19068.5,5109.2,20134.6,2023,9,26,1,1,0,False
2023-09-26 02:00:00+00:00,111.54,3296.1,,1254.8,5846.4,23.5,454.4,18851.3,4813.8,19994.3,2023,9,26,2,1,0,False
2023-09-26 03:00:00+00:00,122.47,3684.4,,1429.5,5846.4,35.7,346.9,18942.4,4435.0,20288.6,2023,9,26,3,1,0,False
2023-09-26 04:00:00+00:00,130.91,4526.7,,2444.2,5846.4,165.6,251.4,20453.3,4031.1,22517.9,2023,9,26,4,1,0,False
2023-09-26 05:00:00+00:00,139.98,5037.0,,3466.7,5849.4,418.8,262.4,22068.0,3732.6,25521.8,2023,9,26,5,1,0,False
2023-09-26 06:00:00+00:00,146.6,5196.1,,3798.7,5851.4,1901.2,262.0,24434.0,3063.9,26643.7,2023,9,26,6,1,0,False
2023-09-26 07:00:00+00:00,131.32,4655.3,,2888.2,5849.4,7212.6,320.3,26608.5,2600.3,27494.6,2023,9,26,7,1,0,False
2023-09-26 08:00:00+00:00,110.01,2836.7,,1007.4,5848.4,12412.3,1080.4,28200.9,2206.7,27839.6,2023,9,26,8,1,0,False
2023-09-26 09:00:00+00:00,99.63,2517.9,,854.0,5842.4,14334.1,1699.9,30022.7,2001.4,28137.3,2023,9,26,9,1,0,False
2023-09-26 10:00:00+00:00,98.0,2572.0,,829.0,5838.4,15106.4,1791.1,30841.2,1943.0,28595.5,2023,9,26,10,1,0,False
2023-09-26 11:00:00+00:00,98.93,2137.8,,802.3,5822.4,15332.2,1851.7,30583.8,1883.8,28871.5,2023,9,26,11,1,0,False
2023-09-26 12:00:00+00:00,98.0,2101.0,,805.3,5814.4,15255.6,1879.9,30387.4,1774.0,28522.4,2023,9,26,12,1,0,False
2023-09-26 13:00:00+00:00,98.02,2100.1,,805.1,5813.4,15001.1,1896.8,30216.3,1848.8,27816.9,2023,9,26,13,1,0,False
2023-09-26 14:00:00+00:00,104.51,2593.6,,871.9,5807.4,14394.1,1938.1,30305.6,1940.1,27476.5,2023,9,26,14,1,0,False
2023-09-26 15:00:00+00:00,122.47,2944.8,,1018.6,5791.4,12678.1,1969.6,29553.3,2262.1,27444.5,2023,9,26,15,1,0,False
2023-09-26 16:00:00+00:00,135.42,4736.2,,1537.0,5798.4,8513.1,1907.5,28488.5,2729.8,26654.2,2023,9,26,16,1,0,False
2023-09-26 17:00:00+00:00,150.69,4996.4,,3839.2,5800.4,2929.9,1490.2,26965.0,3177.3,26870.9,2023,9,26,17,1,0,False
2023-09-26 18:00:00+00:00,163.77,5026.0,,4629.5,5807.4,456.5,905.5,25146.0,3549.2,28161.1,2023,9,26,18,1,0,False
2023-09-26 19:00:00+00:00,163.77,5049.4,,4688.0,5817.4,168.5,857.1,25243.8,3882.9,27873.3,2023,9,26,19,1,0,False
2023-09-26 20:00:00+00:00,141.7,5064.3,,3889.4,5822.4,34.1,853.3,23226.9,4010.1,25449.1,2023,9,26,20,1,0,False
2023-09-26 21:00:00+00:00,135.95,4808.4,,3216.3,5824.4,25.6,851.2,21880.6,3844.3,23195.6,2023,9,26,21,1,0,False
2023-09-26 22:00:00+00:00,122.5,4744.1,464.0,3054.1,5813.9,49.9,587.6,22062.7,4208.4,22163.3,2023,9,26,22,1,0,False
2023-09-26 23:00:00+00:00,121.8,4303.0,462.0,2258.1,5821.9,49.9,536.1,21078.1,4505.6,21039.4,2023,9,26,23,1,0,False
2023-09-27 00:00:00+00:00,116.08,3963.8,350.0,1447.4,5824.9,62.0,504.0,20106.3,4829.4,20338.5,2023,9,27,0,2,0,False
2023-09-27 01:00:00+00:00,114.0,3600.0,,1412.6,5827.9,49.8,430.0,19674.6,5227.9,20084.2,2023,9,27,1,2,0,False
2023-09-27 02:00:00+00:00,103.0,3548.9,,1403.3,5829.9,49.8,361.5,19857.8,5593.6,20159.2,2023,9,27,2,2,0,False
2023-09-27 03:00:00+00:00,104.3,3549.2,,1440.5,5829.9,49.8,264.0,20224.3,6002.6,20528.8,2023,9,27,3,2,0,False
2023-09-27 04:00:00+00:00,119.57,4086.1,,2499.5,5831.9,150.4,224.5,22072.1,6123.3,22581.1,2023,9,27,4,2,0,False
2023-09-27 05:00:00+00:00,133.23,4469.3,,3283.5,5831.9,368.2,507.5,24632.7,6398.2,25622.4,2023,9,27,5,2,0,False
2023-09-27 06:00:00+00:00,140.01,5264.4,,3566.0,5832.9,1773.3,506.9,26954.4,6100.0,26823.7,2023,9,27,6,2,0,False
2023-09-27 07:00:00+00:00,128.37,4459.2,,2295.2,5831.9,7022.5,593.0,29648.7,6101.1,27497.2,2023,9,27,7,2,0,False
2023-09-27 08:00:00+00:00,102.33,2683.0,,1467.6,5827.9,12044.2,1291.8,32232.1,5902.1,27690.0,2023,9,27,8,2,0,False
2023-09-27 09:00:00+00:00,93.26,1881.9,,945.1,5821.9,14365.4,1846.8,33305.4,5623.4,27987.3,2023,9,27,9,2,0,False
2023-09-27 10:00:00+00:00,89.03,1853.0,,943.7,5812.9,15215.0,1912.3,34319.3,5841.0,28423.9,2023,9,27,10,2,0,False
2023-09-27 11:00:00+00:00,87.34,1852.0,,896.8,5796.9,15432.2,1920.3,34711.8,6091.9,28778.5,2023,9,27,11,2,0,False
2023-09-27 12:00:00+00:00,82.2,1797.0,,805.7,5797.9,15354.3,1918.5,34657.1,6316.8,28431.8,2023,9,27,12,2,0,False
2023-09-27 13:00:00+00:00,77.14,1797.0,,797.2,5782.9,14887.5,1941.9,34115.7,6258.2,27694.1,2023,9,27,13,2,0,False
2023-09-27 14:00:00+00:00,87.06,1823.7,,909.7,5787.9,14033.1,1960.6,33171.1,5933.5,27561.5,2023,9,27,14,2,0,False
2023-09-27 15:00:00+00:00,87.63,2130.4,,1014.3,5780.9,12226.1,1976.1,31515.8,5594.4,27594.4,2023,9,27,15,2,0,False
2023-09-27 16:00:00+00:00,110.02,2721.2,,2329.8,5784.9,8035.5,1936.1,29281.9,5230.2,27025.7,2023,9,27,16,2,0,False
2023-09-27 17:00:00+00:00,133.68,3836.6,,3949.5,5789.9,2683.3,1496.6,26700.6,4900.3,27372.6,2023,9,27,17,2,0,False
2023-09-27 18:00:00+00:00,170.0,4283.5,280.0,4573.6,5794.9,430.1,971.3,25814.8,4774.2,28823.7,2023,9,27,18,2,0,False
2023-09-27 19:00:00+00:00,164.25,4295.9,54.2,4576.5,5801.9,194.3,890.8,25238.8,4716.7,27886.5,2023,9,27,19,2,0,False
2023-09-27 20:00:00+00:00,136.0,4167.6,,3908.4,5807.9,64.0,885.0,23571.4,4593.8,25006.1,2023,9,27,20,2,0,False
2023-09-27 21:00:00+00:00,133.23,3717.7,,3327.9,5807.9,52.5,870.1,22016.1,4252.1,22988.0,2023,9,27,21,2,0,False
2023-09-27 22:00:00+00:00,115.54,5607.9,464.0,2970.1,5805.1,49.6,577.0,22393.6,3646.1,22575.3,2023,9,27,22,2,0,False
2023-09-27 23:00:00+00:00,117.19,5402.6,462.0,2198.0,5809.1,49.6,498.0,21255.3,3587.8,21553.0,2023,9,27,23,2,0,False
2023-09-28 00:00:00+00:00,118.91,5490.3,350.0,1478.8,5809.1,49.7,417.0,20484.9,3639.9,20847.6,2023,9,28,0,3,0,False
2023-09-28 01:00:00+00:00,115.73,5368.8,,1472.1,5809.1,61.8,401.0,19976.5,3626.3,20503.5,2023,9,28,1,3,0,False
2023-09-28 02:00:00+00:00,113.35,5224.0,,1432.3,5811.1,61.8,335.0,19763.3,3655.8,20337.1,2023,9,28,2,3,0,False
2023-09-28 03:00:00+00:00,118.91,5500.4,,1483.4,5811.1,49.6,268.1,20091.7,3725.0,20719.9,2023,9,28,3,3,0,False
2023-09-28 04:00:00+00:00,123.84,6026.7,,2767.0,5810.1,191.7,223.1,22165.2,3871.7,22802.8,2023,9,28,4,3,0,False
2023-09-28 05:00:00+00:00,130.0,6539.2,,3598.7,5814.1,419.8,260.1,23872.2,3894.9,26076.4,2023,9,28,5,3,0,False
2023-09-28 06:00:00+00:00,133.67,6543.7,,3702.9,5817.1,1724.9,31.0,25190.7,3700.9,27362.8,2023,9,28,6,3,0,False
2023-09-28 07:00:00+00:00,128.36,5559.9,,1823.1,5819.1,7270.4,324.5,27975.0,3967.4,28091.9,2023,9,28,7,3,0,False
2023-09-28 08:00:00+00:00,93.4,3041.8,,977.1,5809.1,12284.6,1140.5,30153.0,3953.9,28694.1,2023,9,28,8,3,0,False
2023-09-28 09:00:00+00:00,88.56,2840.4,,892.2,5795.1,14445.3,1833.9,32518.0,3837.1,29027.2,2023,9,28,9,3,0,False
2023-09-28 10:00:00+00:00,83.73,2682.0,,880.3,5798.1,15049.3,1927.3,33337.5,4151.2,29570.0,2023,9,28,10,3,0,False
2023-09-28 11:00:00+00:00,82.18,2654.3,,880.9,5790.1,15249.5,1938.2,33855.0,4500.3,29861.7,2023,9,28,11,3,0,False
2023-09-28 12:00:00+00:00,87.7,2838.0,,872.6,5787.1,15325.0,1930.4,34273.7,4661.3,29295.3,2023,9,28,12,3,0,False
2023-09-28 13:00:00+00:00,91.5,2910.4,,866.5,5784.1,15021.0,1938.5,34066.4,4648.5,28450.0,2023,9,28,13,3,0,False
2023-09-28 14:00:00+00:00,92.9,2964.6,,856.0,5780.1,14256.5,1960.0,33314.6,4601.9,28190.1,2023,9,28,14,3,0,False
2023-09-28 15:00:00+00:00,97.0,3374.6,,999.5,5778.1,12480.2,1988.0,32260.4,4678.3,28082.5,2023,9,28,15,3,0,False
2023-09-28 16:00:00+00:00,119.77,4877.8,,1362.8,5775.1,8382.2,1941.5,30315.2,4756.7,27087.0,2023,9,28,16,3,0,False
2023-09-28 17:00:00+00:00,133.67,5913.8,,3800.7,5785.1,2738.4,1509.4,28303.8,4755.7,27610.8,2023,9,28,17,3,0,False
2023-09-28 18:00:00+00:00,147.65,6072.9,,4106.9,5788.1,428.8,994.3,26367.4,4777.5,29297.6,2023,9,28,18,3,0,False
2023-09-28 19:00:00+00:00,147.0,6084.9,,4113.1,5794.1,183.6,915.4,26052.5,4771.5,28759.8,2023,9,28,19,3,0,False
2023-09-28 20:00:00+00:00,130.0,5962.1,,3814.6,5803.1,64.8,904.8,24570.4,4657.1,25833.3,2023,9,28,20,3,0,False
2023-09-28 21:00:00+00:00,122.0,5307.9,,3627.2,5806.1,52.1,901.4,23449.2,4470.1,23382.7,2023,9,28,21,3,0,False
2023-09-28 22:00:00+00:00,115.93,5723.4,464.0,2674.8,5801.4,49.7,492.6,22216.7,3837.8,23011.1,2023,9,28,22,3,0,False
2023-09-28 23:00:00+00:00,120.32,5825.9,462.0,1976.1,5810.4,49.7,474.6,21283.4,3528.7,21826.2,2023,9,28,23,3,0,False
2023-09-29 00:00:00+00:00,121.0,6113.0,350.0,1348.6,5813.4,61.9,446.2,20408.7,3121.8,20980.9,2023,9,29,0,4,0,False
2023-09-29 01:00:00+00:00,126.89,6318.4,,1354.6,5816.4,61.9,388.2,19813.1,2717.7,20619.0,2023,9,29,1,4,0,False
2023-09-29 02:00:00+00:00,127.1,6378.1,,1480.1,5815.4,61.9,292.7,19582.0,2357.4,20477.0,2023,9,29,2,4,0,False
2023-09-29 03:00:00+00:00,118.54,5753.7,,2758.0,5816.4,49.7,230.7,19917.5,2156.2,20911.6,2023,9,29,3,4,0,False
2023-09-29 04:00:00+00:00,128.36,6685.0,,2969.6,5812.4,141.2,259.5,21239.9,2050.4,22878.1,2023,9,29,4,4,0,False
2023-09-29 05:00:00+00:00,135.95,6814.1,,3937.8,5812.4,402.1,271.4,23611.7,1991.6,26055.1,2023,9,29,5,4,0,False
2023-09-29 06:00:00+00:00,138.34,6968.4,,3935.4,5817.4,1714.5,275.5,24812.3,1661.3,27336.7,2023,9,29,6,4,0,False
2023-09-29 07:00:00+00:00,120.32,6066.0,,3458.0,5814.4,7210.5,382.6,27982.8,1863.0,28055.3,2023,9,29,7,4,0,False
2023-09-29 08:00:00+00:00,110.84,3714.1,,1096.0,5806.4,12550.3,1167.3,29308.8,1852.2,28438.2,2023,9,29,8,4,0,False
2023-09-29 09:00:00+00:00,96.8,2706.8,,921.8,5788.4,14557.3,1676.2,30172.0,1658.3,28935.7,2023,9,29,9,4,0,False
2023-09-29 10:00:00+00:00,94.5,2646.9,,899.6,5786.4,15285.5,1817.2,31075.0,1825.2,29286.0,2023,9,29,10,4,0,False
2023-09-29 11:00:00+00:00,94.0,2645.4,,879.6,5783.4,15470.5,1834.3,31429.2,2009.5,29493.8,2023,9,29,11,4,0,False
2023-09-29 12:00:00+00:00,93.65,2644.8,,876.3,5789.4,15355.7,1815.0,31496.4,2192.5,29039.9,2023,9,29,12,4,0,False
2023-09-29 13:00:00+00:00,90.87,2810.7,,866.9,5782.4,15077.5,1802.8,31596.0,2448.3,27985.7,2023,9,29,13,4,0,False
2023-09-29 14:00:00+00:00,96.71,3081.2,,840.8,5778.4,14351.6,1822.6,31380.6,2675.7,27524.4,2023,9,29,14,4,0,False
2023-09-29 15:00:00+00:00,112.0,3526.1,,1039.3,5774.4,12684.7,1807.3,30929.4,3065.5,27325.3,2023,9,29,15,4,0,False
2023-09-29 16:00:00+00:00,121.45,4685.3,,1534.2,5774.4,8285.5,1765.3,28749.2,3569.2,26513.4,2023,9,29,16,4,0,False
2023-09-29 17:00:00+00:00,141.24,5392.4,,4140.6,5782.4,2547.2,1370.0,27711.9,4118.0,26816.5,2023,9,29,17,4,0,False
2023-09-29 18:00:00+00:00,149.25,5419.1,,4487.0,5788.4,445.9,1005.3,26411.0,4559.4,28205.1,2023,9,29,18,4,0,False
2023-09-29 19:00:00+00:00,143.21,5436.2,,4423.6,5797.4,183.6,927.9,26287.5,4811.6,27550.7,2023,9,29,19,4,0,False
2023-09-29 20:00:00+00:00,129.91,5246.6,,3687.5,5802.4,64.9,919.3,24338.4,4864.2,24713.4,2023,9,29,20,4,0,False
2023-09-29 21:00:00+00:00,127.88,5107.4,,2357.4,5799.4,52.2,915.9,22353.1,4886.6,22849.8,2023,9,29,21,4,0,False
2023-09-29 22:00:00+00:00,126.62,5466.9,464.0,1715.6,5794.6,61.9,522.0,22230.7,4484.2,22882.8,2023,9,29,22,4,0,False
2023-04-30 22:00:00+00:00,109.9,400.0,185.0,2178.0,5073.4,5.8,147.9,21381.3,9486.7,20109.0,2023,4,30,22,6,1,False
2023-04-30 23:00:00+00:00,99.9,,184.0,2011.0,5074.4,5.8,129.9,20440.7,9136.0,18979.8,2023,4,30,23,6,1,False
2023-05-01 00:00:00+00:00,95.49,,120.0,1866.8,5074.4,5.8,115.9,19789.8,8711.4,18145.2,2023,5,1,0,0,0,True
2023-05-01 01:00:00+00:00,90.59,,,1724.3,5074.4,5.8,115.9,19080.4,8279.8,17516.1,2023,5,1,1,0,0,True
2023-05-01 02:00:00+00:00,87.4,,,1640.3,5076.3,5.8,115.9,18704.6,8065.1,17237.1,2023,5,1,2,0,0,True
2023-05-01 03:00:00+00:00,88.0,,,1637.5,5075.4,5.8,92.9,18260.5,7693.0,17067.4,2023,5,1,3,0,0,True
2023-05-01 04:00:00+00:00,87.38,,,1691.4,5076.3,135.8,77.9,18279.8,7537.1,17506.5,2023,5,1,4,0,0,True
2023-05-01 05:00:00+00:00,89.56,,,1717.1,5076.3,818.9,77.9,18711.8,7242.0,17526.7,2023,5,1,5,0,0,True
2023-05-01 06:00:00+00:00,84.26,,,1725.4,5076.3,4508.0,85.9,21785.2,6603.5,18443.8,2023,5,1,6,0,0,True
2023-05-01 07:00:00+00:00,49.81,,,1656.3,5076.3,9647.3,405.8,25546.1,6011.1,19810.9,2023,5,1,7,0,0,True
2023-05-01 08:00:00+00:00,31.0,,,1591.6,5076.3,12645.2,1354.9,29102.0,5747.4,20752.8,2023,5,1,8,0,0,True
2023-05-01 09:00:00+00:00,1.6,,,1364.8,5073.7,12979.3,1759.6,28261.2,4484.0,21258.2,2023,5,1,9,0,0,True
2023-05-01 10:00:00+00:00,1.5,,,1339.6,5070.7,13295.4,1887.7,28635.3,4447.8,21631.3,2023,5,1,10,0,0,True
2023-05-01 11:00:00+00:00,1.5,,,1336.7,5068.7,13421.6,1949.0,28935.1,4579.4,21933.1,2023,5,1,11,0,0,True
2023-05-01 12:00:00+00:00,1.5,,,1267.4,5064.7,13159.2,1974.7,28815.5,4772.4,21840.5,2023,5,1,12,0,0,True
2023-05-01 13:00:00+00:00,0.0,,,1263.7,5061.7,12102.5,1985.3,27883.1,4891.7,20939.5,2023,5,1,13,0,0,True
2023-05-01 14:00:00+00:00,0.0,,,1228.4,5057.3,11281.2,1977.9,27154.4,5062.7,20133.1,2023,5,1,14,0,0,True
2023-05-01 15:00:00+00:00,0.57,,,1226.6,5063.7,10333.4,1973.2,26576.6,5380.0,19845.6,2023,5,1,15,0,0,True
2023-05-01 16:00:00+00:00,4.16,,,1302.3,5065.7,9540.5,1850.9,26563.2,6169.4,20257.2,2023,5,1,16,0,0,True
2023-05-01 17:00:00+00:00,67.0,240.0,,1456.9,5065.7,6337.2,1726.6,25320.9,7608.4,20696.7,2023,5,1,17,0,0,True
2023-05-01 18:00:00+00:00,117.06,750.0,,3148.9,5066.7,1806.5,1293.8,23745.2,7410.6,21543.4,2023,5,1,18,0,0,True
2023-05-01 19:00:00+00:00,122.57,1123.0,,3561.5,5067.7,170.5,842.6,22582.2,7079.1,23388.4,2023,5,1,19,0,0,True
2023-05-01 20:00:00+00:00,122.57,1121.0,,3593.9,5067.7,10.4,754.0,22095.1,6806.7,22491.2,2023,5,1,20,0,0,True
2023-05-01 21:00:00+00:00,119.0,1121.0,,2332.8,5068.7,10.1,753.0,20334.5,6571.6,20888.6,2023,5,1,21,0,0,True
